JFC,87,https://www.jfc.com,,,Success
FC Dallas,11,https://www.dallas.com,,,Success
PPNS,57,https://www.ppns.com,,,Success
NEWARK FC,2026,https://www.newark.com,,,Success
Cross City SC,134,https://www.crosssc.com,,,Success
FC Dallas,85,https://www.dallas.com,,,Success
15-1,48,https://www.151fc.com,,,Success
13Sports,17,https://www.13sports.com,info@13sports.com,,Success
SKFS,295,https://www.skfs.com,,,Success
London Welsh RFC,141,https://www.londonwelshrfc.com,jonathan.shankland@londonwelshrfc.co.uk,,Success
FC Erlensee,81,https://www.erlensee.com,,,Success
JB Marine SC,182,https://www.jbmarinesc.com,,0123456789,Success
2013 Crusaders AAA,16,https://www.crusadersfc.com,,,Success
Lobos Rush,23,https://www.lobosrush.com,playsoccer@lobosrush.com,,Success
Erlensee,13,https://www.erlensee.com,,,Success
Pats,16,https://www.pats.co.uk,user@domain.com,,Success
Private,372,https://www.private.com,,,Success
CCSA,77,https://www.ccsafc.co.uk,,,Success
GFC,35,https://www.gfc.com,,,Success
FC Dallas,96,https://www.dallas.com,,,Success
210 FC,84,https://www.210fc.com,justin.thompson@210fc.com,,Success
Conrow,243,https://www.conrow.com,,,Success
210FC,37,https://www.210fc.com,justin.thompson@210fc.com,,Success
Sparta United,44,https://www.spartafc.com,,,Success
Blues,39,https://www.blues.com,,,Success
NFC,35,https://www.nfc.co.uk,hey-logo@2x.png,,Success
2 de mayo,322,https://www.2demayo.com,comercial@2dmayo.com,,Success
2023,104,https://www.2023.com,,,Success
3FCAcademy,87,https://www.3fcacademy.co.uk,3fcacademy@gmail.com,07896725657,Success
Player Development Academy,143,https://www.playerdevelopment.com,,,Success
FCN,47,https://www.fcn.co.uk,,,Success
360 Soccer Centre,134,https://www.360soccercentre.com,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,,Success
4Cantera,18,https://www.4cantera.com,,,Success
TKO,77,https://www.tko.com,,,Success
49er United,28,https://www.49er.com,,,Success
Lakeshore,55,https://www.lakeshorefc.com,,,Success
805 FC,137,https://www.805.com,,,Success
801 Tribe,10,https://www.801tribe.com,,,Success
360TFT,77,https://www.360tft.com,admin@360tft.com,07926679298,Success
460 Lacrosse,185,https://www.460lacrosse.com,,,Success
4CORNERSPORT,32,https://www.4cornersport.co.uk,4cornersportcontact@gmail.com,07802839457,Success
336,62,https://www.336fc.com,,,Success
Next Level,77,https://www.nextlevel.com,info@nextlevel.com,,Success
24/8,26,https://www.248.co.uk,hey-logo@2x.png,,Success
360 Talent FC,43,https://www.360talent.co.uk,,,Success
A27.,99,https://www.a27.co.uk,,,Success
2015s,22,https://www.2015s.com,,,Success
360 Talent Football Club,48,https://www.360talent.co.uk,,,Success
AaB,1000,https://www.aab.com,dm-quanzhou@300.cn,,Success
A.A.F.C,190,https://www.aafc.com,user@domain.com,,Success
BELSTONE FC,165,https://www.belstonefc.com,2431fa97889e4751b7ff02313b91d5a7@sentry.io,,Success
A-Aron Veo,35,https://www.aaronfc.com,,,Success
Huima,225,https://www.huima.com,asiakaspalvelu@huima.com,,Success
Tampa Bay United,30,https://www.tampabay.com,custserv@tampabay.com,,Success
5v5 Soccer,111,https://www.5v5soccer.com,flags@2x.png,,Success
433 Academy,103,https://www.433fc.com,,,Success
AAC Academy,212,https://www.aac.com,,,Success
3:23,217,https://www.323.co.uk,hey-logo@2x.png,,Success
FCF,152,https://www.fcf.com,admin@telepathy.com,,Success
345 FC,146,https://www.345.co.uk,hey-logo@2x.png,,Success
Self-employed,74,https://www.selfemployed.com,,,Success
AATA,60,https://www.aata.co.uk,,,Success
Abbeyfeale RFC,40,https://www.abbeyfealerfc.com,office@abbeyfealerfc.com,,Success
Abbey Gate College,42,https://www.abbeygatecollege.co.uk,admin@abbeygatecollege.co.uk,,Success
Aarhus Fremad,406,https://www.aarhusfremad.com,bestyrelse@aarhusfremad.com,,Success
Abbotsford Rugby,178,https://www.abbotsfordrugby.com,,,Success
AGF,21,https://www.agf.co.uk,hey-logo@2x.png,,Success
A3 Soccer,161,https://www.a3soccer.com,,,Success
3Lions FC,82,https://www.3lions.com,service@atom.com,,Success
Pumas,25,https://www.pumas.co.uk,,,Success
Aberdeen Wanderers,42,https://www.aberdeenwanderers.com,2431fa97889e4751b7ff02313b91d5a7@sentry.io,,Success
956 United,112,https://www.956.com,,,Success
Abbey Hey Fc,179,https://www.abbeyheyfc.co.uk,2431fa97889e4751b7ff02313b91d5a7@sentry.io,,Success
A3 Soccer,15,https://www.a3soccer.com,,,Success
Abraham,57,https://www.abraham.com,,,Success
Abingdon,34,https://www.abingdonfc.com,recruitment@abingdonfc4.org,,Success
Abingdon United,159,https://www.abingdonfc.com,recruitment@abingdonfc4.org,,Success
Abingdon United,29,https://www.abingdonfc.com,recruitment@abingdonfc4.org,,Success
Ablope,162,https://www.ablope.com,info@ablope.com,,Success
AHS,134,https://www.ahs.com,,,Success
Abingdon,331,https://www.abingdonfc.com,recruitment@abingdonfc4.org,,Success
ARFC,146,https://www.arfc.co.uk,,,Success
Abington Youth Football,27,https://www.abingtonfootball.com,,,Success
Acacia Ridge FC,112,https://www.acaciaridgefc.com,,,Success
Atlas fc,174,https://www.atlasfc.co.uk,,,Success
AFPD,21,https://www.afpd.com,,,Success
AFCL,17,https://www.afcl.com,info@afcl.com,,Success
A23,375,https://www.a23.com,info@a23.com,,Success
Aberdare Town,15,https://www.aberdare.com,,,Success
Aberdeen Football Club,38,https://www.aberdeen.com,,,Success
Academy Sant'Agata,14,https://www.santagata.com,,,Success
Aberfeldy RFC,26,https://www.aberfeldyrfc.co.uk,,,Success
LFA,191,https://www.lfa.com,,,Success
Abergavenny Town,37,https://www.abergavenny.co.uk,,,Success
Abinsay FC,612,https://www.abinsay.com,name@domain.com,,Success
Aber Valley Wolves,71,https://www.abervalleywolves.com,,,Success
Academica SC,45,https://www.academicasc.com,info@academicasc.com,,Success
Pumas,50,https://www.pumas.co.uk,,,Success
AFC,36,https://www.afc.co.uk,contact@afc.co.uk,,Success
AC Amager,29,https://www.acamager.com,nikolaj@acamager.com,,Success
ACAA,10,https://www.acaa.com,,,Success
Aberdeen Football Club,27,https://www.aberdeen.com,,,Success
AC CRETEIL,19,https://www.accreteil.com,,,Success
ASAR,179,https://www.asar.com,,,Success
HeartsofOak,21,https://www.heartsfc.co.uk,,,Success
Agf,18,https://www.agf.co.uk,hey-logo@2x.png,,Success
Accel,10,https://www.accel.com,,,Success
ACBB,427,https://www.acbb.com,,,Success
AC Amager Academy,13,https://www.acamager.com,nikolaj@acamager.com,,Success
AC Amager,45,https://www.acamager.com,nikolaj@acamager.com,,Success
Right to Dream,433,https://www.righttodream.com,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,,Success
ACAKORO,32,https://www.acakoro.com,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,,Success
AAFP,198,https://www.aafp.com,aafp@aafp.org,,Success
AC Connecticut,15,https://www.acconnecticut.com,info@acconnecticut.com,,Success
AC Creteil,26,https://www.accreteil.com,,,Success
Accelerax,106,https://www.accelerax.com,,,Success
AC Connecticut,355,https://www.acconnecticut.com,info@acconnecticut.com,,Success
Shooting Stars,118,https://www.shootingstars.com,,,Success
A.C.D. A Seca,85,https://www.acdaseca.com,comunicacion@acdaseca.com,,Success
Accrington Wildcats,23,https://www.accringtonwildcats.co.uk,2431fa97889e4751b7ff02313b91d5a7@sentry.io,07581845510,Success
PEREIRA,12,https://www.pereira.co.uk,,,Success
Academia FC,170,https://www.academia.com,,,Success
LaRocca,168,https://www.larocca.com,,,Success
Accrington Stanley Football Club,417,https://www.accringtonstanley.co.uk,,,Success
Accrington Stanley,83,https://www.accringtonstanley.co.uk,,,Success
ACE sports,20,https://www.acesports.com,info@acesports.com,,Success
AC Global,163,https://www.acglobal.co.uk,,,Success
AC.gloria,269,https://www.acgloria.com,,,Success
Amir Cohen,61,https://www.amircohen.com,support@pixelunion.net,,Success
