Club Name,Recordings,Club Identifier,Country,Activity_Score
Chabot,42,chabot-college-mens-soccer,Unknown,42.0
Chabot College,30,chabot-college,Unknown,30.0
Chackbay Cajuns,23,chackbay-cajuns,Unknown,23.0
Wisconsin United,294,chad-a-blahnik,England,294.0
chad beard,50,chad-beard-f2c6b153,Unknown,50.0
Chad Veo,126,chad-bohms-veo-camera,Unknown,126.0
CHAD BROOKS,167,chad-brooks,Unknown,167.0
Chadderton Cott AFC,78,chadderton-cott-afc,England,78.0
Chadderton Cott AFC,21,chadderton-cott-afc-0bc991be,England,21.0
Chadderton FC,136,jamie-clarke,England,136.0
CCRFC,26,chaddesley-corbett-rugby-club,England,26.0
Chaddesley Ravens,91,chaddesley-ravens-u10-mjpl,Unknown,91.0
Chad Lambourne,17,chad-lambourne,Unknown,17.0
Utica Academy Of Science Charter School,33,chad-newton,Unknown,33.0
Chadormalu,29,chadormalu-ardakan,Unknown,29.0
Chadwell Heath Academy,103,chadwell-heath-academy-73a61cfc,Unknown,103.0
Chaffee County United - Salida High School,29,chaffee-county-united-salida-high-school,England,29.0
Chafford Dynamite Purple,20,chafford-dynamite-purple,Unknown,20.0
BOUGATTAYA,129,u11,Unknown,129.0
CGXS,65,chalfont-saints-cobras,Unknown,65.0
Chalfont St Peter AFC,102,chalfont-saint-peter-afc,England,102.0
Saints,303,chalfont-saints,Unknown,303.0
Saints,131,chalfont-saints-2,Unknown,131.0
Saints,83,chalfont-saints-lions,Unknown,83.0
Ry and Jim,296,garforth-juniors,Unknown,296.0
Chalkanor,185,chalkanoras,Unknown,185.0
Challenge,93,dynamo-fc-woodforest-12-orange,Unknown,93.0
Challenge,12,challenge-15,Unknown,12.0
Challenge 2012 RL,27,challenge-2012-rl,Unknown,27.0
Challenge ECNL,26,challenge-ecnl-12,Unknown,26.0
JFD AVOCAT,23,challenge-football-center,Unknown,23.0
Challengers,37,challengers,Unknown,37.0
Challenge,59,challenge-sc-188dc3f3,Unknown,59.0
Challenge,30,challenge-soccer-clib,Unknown,30.0
Challenge Soccer Club,2547,challenge-soccer-club-3,Unknown,2547.0
Challenge,26,challenge-soccer-club-c8b0a2c7,Unknown,26.0
moreland city,122,moreland-city-0ed63293,England,122.0
Chalotte Soccer Academy,28,na-c44c5861,Unknown,28.0
Chaluppe Soccer Club,24,chaluppe-soccer-club,Unknown,24.0
Chamacos FC,42,chamacos-fc-of-the-woodlands-llc,England,42.0
Chamberlain,156,soccer-029815d3,Unknown,156.0
CSF,222,chambery-savoie-football-0199c5bb,Unknown,222.0
CHAMBRAY FOOTBALL CLUB,34,chambray-football-club,Unknown,34.0
Chaminade,20,chaminade-college-preparatory-high-school,Unknown,20.0
chaminade girls soccer,40,chaminade-girls-soccer,Unknown,40.0
Chaminade High School,22,chaminade-high-school,Unknown,22.0
Chamma,254,chamma-sports-cam,Unknown,254.0
Cnfc,48,chamois-niortais-football-club-e0e8d67e,England,48.0
Champa,12,champagnat-6b372162,Unknown,12.0
CHAMPAGNE,25,champagne-e491ba77,Unknown,25.0
Champagnole Rugby,15,champagnole-rugby-ee964047,Unknown,15.0
Champaign Centennial,120,champaign-centennial-high-school-soccer,Unknown,120.0
Champion,16,champion-181f6be1,Unknown,16.0
Champion,265,champion,Unknown,265.0
Champion High School,33,champion-high-school-2,Unknown,33.0
Champions FC,43,champions-fc-5cbe6d83,England,43.0
Champions,54,champions-football,Unknown,54.0
Champions Park,81,champions-park,Unknown,81.0
Champions Premier,95,champions-premier,Unknown,95.0
Alvaro Plaza champions,321,champions-sports-films,Unknown,321.0
Champions Youth Soccer League,89,champions-youth-soccer-league,Unknown,89.0
CVU Soccer,84,champlain-valley-union-high-school,Unknown,84.0
Champz,42,champz,Unknown,42.0
Chane Club,13,chancefamclub,Unknown,13.0
CSC Football Academy,21,chancellor-state-college,Unknown,21.0
Chandler-Gilbert CC,51,chandler-gilbert-community-college,Unknown,51.0
Chandler-Gilbert Community College,24,chandler-gilbert-community-college-37d1e1e7,Unknown,24.0
CHS Girls Soccer,96,chandler-high-school-girls-soccer,Unknown,96.0
Changing Lives FC,30,changing-lives-fc,England,30.0
CC United Kellner,318,chanhassen-chaska-united,England,318.0
CHANIA,10,anagennisi-karditsas,Unknown,10.0
Chantilly Forever FC,255,chantilly-forever-fc-academy,England,255.0
Chaos FC,385,david-white,England,385.0
Chaos FC 2,11,chaos-fc-2,England,11.0
Chaos,472,chaos-soccer,Unknown,472.0
Chaparral,21,chaparral,Unknown,21.0
Cowboys,58,chaparral-high-school,Unknown,58.0
Chaparral High School,18,chaparral-high-school-1f6fa202,Unknown,18.0
CYSC,61,chappaqua-youth-soccer-club,Unknown,61.0
Chard RFC,71,chard,England,71.0
Charfield AFC,26,charfield-afc-f922eb67,England,26.0
Chargers 2009 Next II,76,chargers-2009-next-ii,Unknown,76.0
Soccer,175,west-florida-flames,Unknown,175.0
Chargers/MiddSouth,34,na-c14c9458,Unknown,34.0
Chargers SC,130,oldsmar-sc,Unknown,130.0
Chargers 2012 girls,17,chargers-soccer-club-095330de,Unknown,17.0
Chargers,151,chargers-soccer-club-clearwater,Unknown,151.0
CHARIS Insurance Group,478,soccer-3,Unknown,478.0
Cccm,12,charleroi-coal-miners,Unknown,12.0
United football academy,23,united-football-academy-af517a24,England,23.0
Charles City,35,charles-city-comets,England,35.0
Charles Gebhard,101,sf-sports,Unknown,101.0
Charles Kim Veo,24,nj-premier-850e9bf1,Unknown,24.0
CMR Soccer,33,charles-m-russell-eb3ddb1d,Unknown,33.0
CF O's Armacenenses,102,john-nichol-cars,Unknown,102.0
Charleston City FC,418,charleston-city-fc,England,418.0
Charleston Elite,71,charleston-elite-7f67bdc1,Unknown,71.0
2028,22,charleston-elite-2028,Unknown,22.0
Charleston Southern Soccer,126,charleston-southern-womens-soccer,Unknown,126.0
Charleston United Soccer Club,79,charleston-united-soccer-club-9c740445,England,79.0
CUSC,225,carolina-renegades,Unknown,225.0
Charlestown & Umina,35,charlestown-azzuri-3f976373,England,35.0
Charlestown Azzurri F.C,416,charlestown-azzurri-fc,England,416.0
Charlestown Boys Soccer,58,charlestown-high-school-boys-soccer-team,England,58.0
Charlestown Jnr FC,30,charlestown-junior-football-club,England,30.0
Charlestown Sarsfields GAA,34,charlestown-sarsfields-gaa-club,England,34.0
Charlie Ayris,14,charlie-ayris,Unknown,14.0
Hornchurch FC,62,charles-leach,England,62.0
Charlie Möbelmontagen GmbH,158,charlie-mobelmontagen-gmbh,Unknown,158.0
CSA,70,charlotte-42,Unknown,70.0
Charlotte county soccer Federation,557,charlotte-county-soccer-federation,Unknown,557.0
Fall 2023,107,wesley-chapel-weddington-athletic-association,Unknown,107.0
Charlotte Eagles,258,charlotte-eagles-soccer-club-3,Unknown,258.0
Charlotte FC Academy,770,charlotte-football-club-2,England,770.0
Charlotte Independence Soccer club,20,charlotte-independence-soccer-club-6ecc04e7,Unknown,20.0
Charlotte Independence,46,charlotte-independence-soccer-club-cbf3d448,Unknown,46.0
Charlotte Metro,71,charlotte-metro-futbol-club,Unknown,71.0
CSK,150,charlottenlund-sk,Unknown,150.0
charlotte soccer academy,38,charlotte-soccer-academy-f9596d18,Unknown,38.0
CSA,192,charlotte-soccer-academy-8,Unknown,192.0
CSA,11,charlotte-soccer-academy-5cffb0ae,Unknown,11.0
Charlotte Soccer Academy,32,charlotte-soccer-academy-0fe8d0d7,Unknown,32.0
CSA,57,charlotte-soccer-academy-palmetto,Unknown,57.0
CSA NPL,69,charlotte-soccer-academy-b15f4fd4,Unknown,69.0
Charlotte Soccer Academy,21,charlotte-soccer-academy-fc9dc27f,Unknown,21.0
Charlotte Soccer Academy,45,germantown-legends-59d59357,Unknown,45.0
Charlotte SA,130,charlotte-soccer-academy-ee95be44,Unknown,130.0
Charlotte Soccer Academy,120,charlotte-soccer-academy-f4f2d5a3,Unknown,120.0
Charlotte Soccer Academy,232,charlotte-soccer-academy-087bad52,Unknown,232.0
CSA,150,charlotte-soccer-academy-83da0e33,Unknown,150.0
Charlotte SA,51,charlotte-soccer-academy-9359a874,Unknown,51.0
Charlotte Soccer Academy,68,charlotte-soccer-academy-7c1ed277,Unknown,68.0
CSA,36,charlotte-soccer-academy-4,Unknown,36.0
CSA,113,charlotte-soccer-academy-7,Unknown,113.0
CSA North ECNL,602,charlotte-soccer-academy-14,Unknown,602.0
CSA,58,charlotte-soccer-academy-3cd72f3c,Unknown,58.0
CSA,1025,charlotte-soccer-club-huntersville,Unknown,1025.0
Privateers,52,charlottetown-privateers,Unknown,52.0
Charlton Athletic Community Trust 21/22,289,charlton-athletic-community-trust-2,Unknown,289.0
Charlton Athletic FC Academy,130,charlton-athletic-fc-academy,England,130.0
Charlton Park RFC,15,charlton-park-rugby-club,England,15.0
Charlton Wildcats Basketball,30,charlton-wildcats-basketball,Unknown,30.0
Charneca da Caparica Futebol Clube,83,seixal-clube-1925,Unknown,83.0
Charnock Richard,181,charnock-richard-football-club-3,Unknown,181.0
Charnock Richard Football Club u21s,98,coppull-united,Unknown,98.0
Chars,76,chars-youth-4a5398c8,Unknown,76.0
Charterhouse School,124,charterhouse-football,Unknown,124.0
Charter Oak Girls Soccer,54,fc-man-united,Unknown,54.0
Charter School of Wilmington,132,charter-school-of-wilmington,Unknown,132.0
Chartres de Bretagne,116,chartres-de-bretagne,Unknown,116.0
Chartreuse Rugby Club,45,chartreuse-rugby-club-e50c81df,Unknown,45.0
CSPA,20,charyl-stockwell-prep,Unknown,20.0
Chase colts,10,chase-colts-football-club,Unknown,10.0
Dutler,23,chase-dutler,Unknown,23.0
Chase Side Youth,155,chase-side-youth,Unknown,155.0
Chase Side Youth U15,17,real-trading-ltd,Unknown,17.0
Chasetown Fc(First Team),213,alvchurch-fc,England,213.0
Chasetown YDP U12,17,chasetown-ydp-u12,England,17.0
Chasetown Youth Development Pathway,184,chasetown-ydp-youth-development-pathway,England,184.0
Chasetown fc,60,witts,England,60.0
Chasetown Youth,44,chasetown-youth-fc-ed608199,England,44.0
Chassieu Rugby,17,chassieu-rugby,Unknown,17.0
Chastards,25,chastards-fc,Unknown,25.0
CHATEAU BOIS GUY,120,chateau-bois-guy,Unknown,120.0
CHATEAUROUX,275,chateauroux,Unknown,275.0
chatenoy rugby club,29,chatenoy-rugby-club-10b1ab58,Unknown,29.0
Chatham Town,918,chatham-town,England,918.0
CHATHAM TOWN,37,chatham-town-35fafbf2,England,37.0
Chatham Town,42,chatham-town-athletic,England,42.0
Chatham Town FC,162,cliffe-woods-colts-football-club,England,162.0
Chatham town football club,26,chatham-town-football-club-b9ee9ab6,England,26.0
Chatham Town,628,chatham-town-football-club,England,628.0
SCSC,50,crwa-2015,Unknown,50.0
Chattanooga Football Club,20,chattanooga-football-club-0b715eaf,Unknown,20.0
Chattanooga Football Club,204,chattanooga-football-club-4,Unknown,204.0
Chattanooga FC,285,chattanooga-football-club-academy,England,285.0
Chattanooga Red Wolves,29,chattanooga-red-wolves-79c0222b,Unknown,29.0
CRWA,293,chattanooga-red-wolves-academy,Unknown,293.0
Chattanooga Red Wolves Academy,59,chattanooga-red-wolves-academy-e2e99c31,Unknown,59.0
Chattanooga Red Wolves,131,chattanooga-red-wolves-academy-3,Unknown,131.0
Chattanooga Red Wolves Academy,286,chattanooga-red-wolves-soccer-club,Unknown,286.0
CSAS,69,chattanooga-school-for-the-arts-and-sciences,Unknown,69.0
CSLA,79,chattanooga-school-for-the-liberal-arts,Unknown,79.0
Nooga Queens,36,chattanooga-womens-rugby-club,Unknown,36.0
Chatterley Vics FC,63,chatterley-victoria-football-club,England,63.0
Chaumont FC,101,chaumont-football-club,England,101.0
Chavez,64,macdowellrugby,Unknown,64.0
CHAVILLE F.C.,270,football-club-de-versailles-78,Unknown,270.0
Chaville FC,386,chaville-football-club,England,386.0
CHC,87,baltimore-celtic-union-kevin,Unknown,87.0
CHCA,71,lady-lions-basketball,Unknown,71.0
CHC-SC,112,strikers-lady-hawks,Unknown,112.0
CH Dragons RLFC Inc,19,ch-dragons-rlfc-inc,England,19.0
Cheadle and Gatley JFC,12,cheadle-and-gatley-jfc,England,12.0
Cheadle Hulme School,213,cheadle-hulme-school,Unknown,213.0
Cheadle SMU,60,cheadle-south-moorlands-united-490dbba6,Unknown,60.0
Cheadle Town,195,manchester-grassroots-tournaments,England,195.0
Cheam H.C,129,cheam-hockey-club,Unknown,129.0
Cheam,70,cheam-sports-football-club,Unknown,70.0
CheckHers,20,checkhers-elite-2025-black,Unknown,20.0
Cheddar,35,cheddar-valley-rfc,Unknown,35.0
Chelan Soccer,33,chelan-hs-soccer,Unknown,33.0
Chelmsford,256,chelmsford-city,Unknown,256.0
Elite Contract Flooring Services Ltd,34,elite-contract-flooring-services-ltd,Unknown,34.0
Chelmsford City EJA,29,chelmsoford-city-eja,England,29.0
Chelmsford City Girls FC,16,chelmsford-city-girls-fc,England,16.0
Chelmsford EJA U18 24/25,62,chelmsford-city-u17-2324,Unknown,62.0
Akweres Veo,290,danson-football-club,Unknown,290.0
Chelmsford Hockey Club,36,chelmsford-hockey-club,Unknown,36.0
Chelmsford Hotel,45,kurri-kurri-minor-league,Unknown,45.0
Chelmsford Rugby Club,92,chelmsford-rugby-club-f9de7ea9,Unknown,92.0
Chelmsford Rugby Football Club U15s VEO,93,chelmsford-rugby-football-club,Unknown,93.0
Chelmsford Youth Lacrosse,18,chelmsford-youth-lacrosse,Unknown,18.0
Chelsea Academy VEO,2466,chelsea-academy-veo,Unknown,2466.0
Chelsea FC Blenheim,228,chelsea-fc-blenheim,England,228.0
Chelsea FC Foundation - Inclusion & Disability,62,chelsea-fc-foundation-inclusion-disability,England,62.0
CSSHK,114,chelseafc-soccer-school-hong-kong,Unknown,114.0
Chelsea FC Women,626,chelsea-fc-women,England,626.0
Chelsea FFC SPARASHOLT COLLEGE WINCHESTER,18,chelsea-ffc-sparasholt-college-winchester,England,18.0
Chelsea FC,46,chelsea-football-club-b5104fc7,England,46.0
Chelsea HS Boys Soccer,65,chelsea-high-school-boys-soccer-4,Unknown,65.0
Chelsea Girls' Soccer,46,chelsea-high-school-girls-soccer-69e1c571,Unknown,46.0
Chelsea High School,254,chelsea-high-school-boys-soccer-3,Unknown,254.0
Chelsea Piers Soccer Club,34,chelsea-piers-soccer-club-039b734a,Unknown,34.0
CPSC,843,chelsea-piers-shoreline-soccer-club,Unknown,843.0
Chelsea Rovers,217,chelsea-rovers-football-club,England,217.0
Chelsea SC,121,chelsea-soccer-club-b0bdce54,Unknown,121.0
Chelsea,157,chelsea-soccer-club-dfbbc92c,Unknown,157.0
Chelsea SC,39,chelsea-soccer-club-3f8d5781,Unknown,39.0
Chelsea Soccer Club,18,chelsea-soccer-club-4ea7ba35,Unknown,18.0
Chelsea Warriors,20,chelsea-warriors,Unknown,20.0
Bournside,33,cheltenham-bournside-school,Unknown,33.0
Cheltenham Civil Service RFC,31,cheltenham-civil-service-rfc,England,31.0
Cheltenham College RFC,34,cheltenham-college-rugby,England,34.0
Cheltenham College,39,cheltenham-college-sport,Unknown,39.0
Cheltenham HC,74,cheltenham-hockey-club,Unknown,74.0
CLC,60,cheltenham-ladies-college,Unknown,60.0
Cheltenham Neptunes C/O Benjamin Newham,45,cheltenham-neptunes,Unknown,45.0
Cheltenham North Rugby Football Club (CNRFC),109,cheltenham-north-rugby-football-club-cnrfc,England,109.0
Cheltenham Saracens,166,cheltenham-saracens,Unknown,166.0
Cheltenham Tigers,138,cheltenham-tigers-rugby-club,Unknown,138.0
Cheltenham Town Academy,1184,cheltenham-town-academy,England,1184.0
Cheltenham Town FC Ltd (Hereford Development),408,cheltenham-town-dc-hereford,England,408.0
Cheltenham Town Ladies,11,cheltenham-town-women-fc,England,11.0
Cheltenham Town Women FC,166,cheltenham-town-ladies-fc,England,166.0
Chemeketa Community College,15,chemeketa-community-college-f4b67e25,Unknown,15.0
Chemfica,84,chemfica,Unknown,84.0
Chemie Leipzig,13,chemie-leipzig-9becd7be,Unknown,13.0
CFCAVIGNON,90,cheminot-football-club-avignon,England,90.0
Die Himmelblauen,70,chemnitzer-fc,Unknown,70.0
Chemnitzer FC,68,betriebssportgemeinschaft-chemie-leipzig-ev,England,68.0
Chemnitzer FC e.V.,37,chemnitzer-fuballclub-ev-15573ec9,England,37.0
Chenango Forks Boys Soccer,111,chenango-forks-boys-soccer,Unknown,111.0
Chenque rugby club,60,chenque-rugby-club,Unknown,60.0
Cheong-Ju FCK,236,cheong-joo-fck,England,236.0
Chepstow Town,69,chepstow,England,69.0
Chepstow RFC,107,chepstow-rfc,England,107.0
EL PLANTER,1027,che-que-gol-sl,Unknown,1027.0
Cherinor Sillah,53,cherinor-sillah,Unknown,53.0
Chernomorec,72,chernomorec,Unknown,72.0
Chernomorec1919,14,chernomorec1919-burgas,Unknown,14.0
Cherokee Impact,57,cherokee-impact-984ce4e8,Unknown,57.0
Juiced Cherries 2029,22,personal-2192ff98,Unknown,22.0
Cherry Beach,193,cherry-beach,Unknown,193.0
Falcons 2011 Boys,130,cherry-beach-falcons,Unknown,130.0
Cherry Beach,222,cherry-beach-soccer-club-07c3fecd,Unknown,222.0
Cherry Beach,251,cherry-beach-soccer-club-866a7ff3,Unknown,251.0
Cherry Blossoms FC,91,cherry-blossoms-fc,England,91.0
Cherrybrook Technology High School,54,cherrybrook-technology-high-school,Unknown,54.0
Cherrybrook United,20,cherrybrook-united,England,20.0
Cherry Creek Bruins,11,cherry-creek-brains,Unknown,11.0
Creek,15,cherry-creek-bruins,Unknown,15.0
Cherry Creek High School,15,cherry-creek-high-school,Unknown,15.0
Cherry Creek Bruins Lacrosse,28,cherry-creek-high-school-lacrosse,Unknown,28.0
Cherry Creek Hockey,155,cherry-creek-hockey,Unknown,155.0
Creek Football,117,creek-red,Unknown,117.0
Cherry Hill FC,373,cherry-hill-fc-2,England,373.0
Cherry Hill Knights,105,cherry-hill-knights,Unknown,105.0
CHSC,466,cherry-hill-soccer-club,Unknown,466.0
Cherry orchard,11,cherry-orchard-648b4bdf,Unknown,11.0
Cherry Orchard,13,software-cherryorchard,Unknown,13.0
Cherry orchard fc,11,cherry-orchard-fc-4f9324ef,England,11.0
Cherry orchard,34,cherry-orchard-fc-18137073,Unknown,34.0
Chertsey Town Fc,44,chertsey-town-fc,England,44.0
CCLax 28,26,chesapeake-club-lacrosse-2028,Unknown,26.0
Chesapeake United,144,chesapeake-united-soccer-club-6959649d,England,144.0
Chesapeake United,104,chesapeake-united-soccer-club-4,England,104.0
Chesham Stags,127,chesham-rugby-union-football-club,Unknown,127.0
Chesham United,238,chesham-united,England,238.0
Chesham United Ladies,112,chesham-united-ladies,England,112.0
Chesham United Youth FC,123,chesham-united-youth-fc,England,123.0
Cheshire Bears,131,cheshire-bears-womens-american-football-team,Unknown,131.0
Cheshire FA,98,cheshire-football-association,Unknown,98.0
Cheshire Lines Football Club,68,cheshire-lines-football-club,Unknown,68.0
Phoenix,70,cheshire-phoenix-juniors-830160e9,Unknown,70.0
Midstate Rugby,27,cheshire-rugby-corporation-dba-midstate-rugby,Unknown,27.0
Cheshire,23,cheshire-schools-fa,Unknown,23.0
Cheshire Soccer Club,18,cheshire-soccer-club-77e70451,Unknown,18.0
Cheshunt,220,cheshunt,Unknown,220.0
Cheshunt Fc,14,cheshunt-fc-56ef38e1,England,14.0
CHESHUNT FC u13's JPL,117,cheshunt-football-club-u18s,England,117.0
Cheshunt Football Club,221,cheshunt-football-club,Unknown,221.0
Cheshunt Fc,70,cheshunt-football-club-fee2687e,England,70.0
Cheshunt FC,78,cheshunt-football-club-902e4d4c,England,78.0
Cheshunt Rubgy,63,cheshunt-rugby,Unknown,63.0
Cheshunt Rugby,141,cheshunt-rugby-club,Unknown,141.0
Cheshunt U12 Blues,13,cheshunt-u12-blues,Unknown,13.0
Cheshunt Youth,244,cheshunt-youth-fc,Unknown,244.0
Cheshunt FC,379,enfield-rangers-youth-football-club,England,379.0
Seals,98,cheshunt-youth-seals,Unknown,98.0
Chessington & Hook United FC,391,chessington-hook-united-football-club,England,391.0
Chess Valley,128,chess-valley-rfc-6ae0bd05,Unknown,128.0
Chester FC Women,90,chester-fc-women,England,90.0
Chesterfield Community Trust,40,chesterfield-community-trust,Unknown,40.0
Chesterfield FC Academy,113,chesterfield-football-club-4b08e284,England,113.0
Chesterfield HC (official),99,chesterfield-hc-official,Unknown,99.0
Chesterfield Junior Blues,79,chesterfield-junior-blues-fc,Unknown,79.0
CLFC,141,chesterfield-fc-women,England,141.0
CLFC First Team,130,chesterfield-women-football-club-first-team,England,130.0
Chesterfield Panthers,123,chesterfield-panthers,Unknown,123.0
Chesterfield Women,93,chesterfield-women-11,Unknown,93.0
Chester Football Club,34,chester-football-club,Unknown,34.0
Chester Gladiators,22,chester-gladiators-rlfc,Unknown,22.0
Chester Le Street Town,154,chester-le-street-town-ladies-football-club,England,154.0
Chester Rugby Club,122,chester-rufc,Unknown,122.0
Chester RUFC U13,42,chester-rufc-u13,England,42.0
Chester Rugby Club Juniors (u15),38,chester-rugby-club-juniors,Unknown,38.0
Chesterton Eagles FC,118,chesterton-eagles-football-club,England,118.0
Cheverly Soccer Club,48,cheverly-soccer-club-951d9185,Unknown,48.0
Lady Stags Soccer,42,cheverus-varsity-girls-soccer-team,Unknown,42.0
Chevigny Saint Sauveur football,28,chevigny-saint-sauveur-football-ed873676,Unknown,28.0
LA Evolution Soccer Academy,16,tommy-vieth,Unknown,16.0
Chew Valley RFC,145,chew-valley-rugby-football-club,England,145.0
Cheyenne Soccer Club,84,cheyenne-soccer-club,Unknown,84.0
CHHS Girls Soccer,45,chhs-girls-soccer,Unknown,45.0
UT,160,copper-hills,Unknown,160.0
Chiawana Soccer,88,chiawana-soccer,Unknown,88.0
Chicago,76,chicago-efca0cc4,Unknown,76.0
Midwest United,16,midwest-united-ba3ad328,England,16.0
Chicago Blaze,58,chicago-blaze,Unknown,58.0
Chicago Blues FC,169,chicago-blues-football-club,England,169.0
Chicago City  SC - Edgar,62,chicago-city-sc-edgar,England,62.0
Chicago City,1151,slavoljub-rafailovic,England,1151.0
Chicago City Soccer Club South,50,chicago-city-south,England,50.0
Dynasty FC,10,chicago-dynasty-fc,England,10.0
Chicago Edge Soccer Club,88,chicago-edge-soccer-club-2,Unknown,88.0
Chicago Empire FC,705,chicago-empire-fc,England,705.0
Chicago Empire FC South,141,chicago-empire-fc-south-3,England,141.0
Chicago FC United,1772,chicago-fc-united,England,1772.0
Chicago FC United,21,chicago-fc-united-26d083a1,England,21.0
Chicago FC United 07GA,85,chicago-fc-united-07ga,England,85.0
Chicago FC United 05 Academy 2,90,chicago-fc-united-2005-pre-academy-red,England,90.0
Chicago fire,33,chicago-fire-d82d1f7a,Unknown,33.0
Chicago Fire,50,chicago-fire-679b168a,Unknown,50.0
Chicago Fire,18,chicago-fire-ff44b492,Unknown,18.0
Chicago Fire Football Academy,691,chicago-fire-football-club,Unknown,691.0
Chicago Fire Youth SC,1189,chicago-fire-juniors,Unknown,1189.0
House,17,chicago-house-ac,Unknown,17.0
Inferno,1099,chicago-inferno-3,Unknown,1099.0
Chicago Inter 2011 Girls ECNL-RL,23,chicago-inter-soccer-club-3996a035,Unknown,23.0
Chicago Inter 2012 Girls ECNL,20,maxwell-eclipse,Unknown,20.0
Chicago Inter 2014/15 Girls,42,chicago-inter-201415-girls,Unknown,42.0
Chicago Inter ECNL G09,121,chicago-inter-soccer-club,Unknown,121.0
Chicago Inter ECNL-RL 2009,44,chicago-inter-soccer-club-69d06574,Unknown,44.0
Chicago International 08 SC,125,chicago-international-soccee-club,Unknown,125.0
Chicago Inter Soccer,342,chicago-inter-soccer,Unknown,342.0
Chicago Inter,14,chicago-inter-soccer-club-a7b63ab1,Unknown,14.0
Chicago Inter,68,chicago-inter-soccer-club-25e82a32,Unknown,68.0
Chicago Inter Soccer Club,68,chicago-inter-soccer-club-77ceea7d,Unknown,68.0
Chicago Inter,123,chicago-inter-soccer-club-02ae4ea6,Unknown,123.0
Chicago Inter 2010 ECNL National Team,73,chicago-inter-soccer-club-1123c16a,Unknown,73.0
Chicago Inner South,45,chicago-inner-south,Unknown,45.0
CHICAGO KICS FC,289,chicago-kics-football-club,England,289.0
Chicago Lions,119,chicago-lions-charitable-assocation,Unknown,119.0
Chicago Lions,241,chicago-lions-rugby,Unknown,241.0
Chicago Magic,95,chicago-rush-north,Unknown,95.0
Chicago Phoenix FC,42,junior-warriors-soccer-club,England,42.0
CRC,79,chicago-rugby-club,Unknown,79.0
Chicago Rush,912,chicago-rush-soccer-club,Unknown,912.0
Chicago Rush South,99,chicago-rush-south-soccer-club,Unknown,99.0
Chicago Soccer Academy,461,chicago-soccer-academy,Unknown,461.0
Chicago Strikers,90,chicago-strikers,Unknown,90.0
Chichester College Sport Hub,122,chichester-college,Unknown,122.0
Chichester High School,96,chichester-high-school,Unknown,96.0
Chichester Hockey Club,14,chichester-hockey-club-28e6c01f,Unknown,14.0
Chichester RFC,67,rfc-efae3456,England,67.0
Chichester Sharks,72,chichester-sharks-66b4daf1,Unknown,72.0
Chickenbone,57,3d-georgia,Unknown,57.0
Chico cal soccer,78,chico-cal-soccer-club,Unknown,78.0
Chicopee Comprehensive High School,44,chicopee-comprehensive-high-school,Unknown,44.0
Chicopee High School,24,chicopee-high-school,Unknown,24.0
Chico United FC,97,feather-river-college-soccer,England,97.0
Chief Sports,20,chief-sports,Unknown,20.0
Chiefs UA Flag,76,chiefs-under-armor-flag-football,Unknown,76.0
Chigwell School,50,chigwell-school,Unknown,50.0
Chiko Chitsike,33,chiko-chitsike,Unknown,33.0
CHIKUGO FC,20,chikugo-fc-bb8f6a92,England,20.0
Child Essendon Royals Soccer Club,131,child-essendon-royals-soccer-club,Unknown,131.0
Lawton Chiles High School,193,chiles-high-school-boys-soccer,Unknown,193.0
CSA,128,chili-soccer-association,Unknown,128.0
Chilliwack minor lacrosse,86,chilliwack-minor-lacrosse,Unknown,86.0
Chillpill FC,30,snipers,England,30.0
Chiltern United,124,escolla-girls,England,124.0
Chimaira,21,chimaira-fc,Unknown,21.0
chimuzo technologies,33,chimuzo-technologies,Unknown,33.0
Artic Fox,241,chin,Unknown,241.0
Chinese Football Boys,33,chinese-football-boys-199190a0,Unknown,33.0
CISSA,60,chinese-international-student-sports-alliance,Unknown,60.0
CRC PG,236,chinese-recreation-club-penang,Unknown,236.0
Chingford rfc,28,robert-clack,England,28.0
Chingford Rugby Football Club,21,chingford-rugby-football-club,Unknown,21.0
Brook House,50,brook-house,Unknown,50.0
Cooper acadamy,244,cooper-acadamy,Unknown,244.0
Chippenham RFC,152,chippenham-rfc,England,152.0
Chippenham Town FC,284,chippenham-town-fc,England,284.0
Chipping Campden School,14,chipping-campden-school,Unknown,14.0
Chipping Norton,51,chipping-norton,Unknown,51.0
Chipstead,353,chipstead-fc-surrey,Unknown,353.0
Chipstead Rugby Club,30,chipstead-rugby-club-bcc22c7c,Unknown,30.0
Chipstead,93,chipstead-rugby-club,Unknown,93.0
Chi-Rex United Football Club,13,quantum-leap-promotions,England,13.0
Chisholm Catholic College,42,chisholm-catholic-college,Unknown,42.0
CSGS,124,chislehurst-and-sidcup-grammar-school,Unknown,124.0
Chislehurst Wanderers FC Limited,14,chislehurst-wanderers-fc-limited,England,14.0
Chiswick Celtic,14,chiswick-celtic-fc,Unknown,14.0
Chiswick Rugby Club,39,crfc-juniors,Unknown,39.0
Chiswick RFC,38,chiswick-rugby-football-club-72bf9ccc,England,38.0
CHIUS,35,socal-elite,Unknown,35.0
Chivas,68,humberto-tena,Unknown,68.0
Chivas academy,26,chivas-academy,Unknown,26.0
Chivas fc,73,chivas-fc,England,73.0
Chivas FC,70,chivas-futbol-club,England,70.0
Chivas rojiblanco,141,chivas-rojiblanco,Unknown,141.0
